# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     56.26     -57.60       0.00       0.00       0.00       2.87       1.37       3.50    6.228  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7761_1.mol2'             'ZINC10019708'
     73.36     -72.23       1.04       0.00       0.00       0.00       1.63       1.27   10.796  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7762_1.mol2'             'ZINC10435681'
     72.03     -69.30       1.72       0.00       0.00       1.62       1.06       0.97   10.740  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7763_4.mol2'             'ZINC10435690'
     60.60     -56.33       0.88       1.00       0.00       0.00       1.29       1.23    2.572  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7764_1.mol2'             'ZINC12499388'
     72.72     -75.43       0.00       0.00       0.00       1.16       0.99       0.41    5.892  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7765_1.mol2'             'ZINC12576147'
     74.81     -70.23       2.53       0.00       0.00       0.01       1.99       0.98    6.520  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7766_3.mol2'             'ZINC13726987'
     81.44     -81.20       1.00       0.00       0.00       0.01       2.01       1.26   12.836  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7767_3.mol2'             'ZINC15072449'
     59.50     -59.67       1.00       0.00       0.00       0.01       2.02       0.87    5.352  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7768_2.mol2'             'ZINC22853614'
     65.14     -64.17       0.99       0.00       0.00       0.12       1.56       1.00    6.484  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7769_1.mol2'             'ZINC23339840'
     65.34     -67.59       0.00       0.00       0.00       6.10       0.92       5.70    7.772  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7770_2.mol2'             'ZINC29254394'
     75.08     -77.67       0.00       0.00       0.00       5.10       0.97       4.44    3.500  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7771_2.mol2'             'ZINC29936382'
     74.59     -76.74       0.00       0.00       0.00       0.00       1.23       0.32    6.564  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7772_4.mol2'             'ZINC36039582'
     62.35     -65.16       0.00       0.00       0.00       0.00       2.01       0.79    8.304  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7773_1.mol2'             'ZINC39639222'
     46.65     -44.19       1.00       0.00       0.00       0.00       1.03       1.52    8.736  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7774_3.mol2'             'ZINC39951326'
     63.09     -55.59       3.00       0.00       0.00       0.00       1.52       1.55   10.216  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7775_5.mol2'             'ZINC40737319'
     69.07     -66.32       1.99       0.00       0.00       0.00       2.30       1.31   10.500  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7776_4.mol2'             'ZINC40744070'
     69.15     -66.08       2.00       0.00       0.00       0.24       1.97       1.24   11.032  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7777_5.mol2'             'ZINC40744271'
     53.23     -51.36       1.00       0.00       0.00       0.00       0.61       0.06    7.156  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7778_3.mol2'             'ZINC41297873'
     47.57     -49.81       0.00       0.00       0.00       4.93       0.68       3.93    6.244  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7779_3.mol2'             'ZINC42505958'
     68.67     -70.94       0.00       0.00       0.00       0.02       2.16       2.06    6.096  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7780_4.mol2'             'ZINC43265896'
     72.93     -75.63       0.00       0.00       0.00       0.00       1.39       0.08    6.072  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7781_2.mol2'             'ZINC46918986'
     70.18     -68.68       0.99       0.00       0.00       3.33       1.60       5.06    7.144  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7782_5.mol2'             'ZINC53205966'
     68.50     -64.15       2.00       0.00       0.00       0.00       1.51       1.02    8.760  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7783_2.mol2'             'ZINC06334234'
     63.65     -61.44       1.00       0.00       0.00       0.00       0.98       1.02    4.172  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7784_2.mol2'             'ZINC57779115'
     59.91     -67.01       0.00       0.00       0.00       7.84       1.62       3.98    6.500  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7785_5.mol2'             'ZINC58215430'
     54.58     -56.10       0.00       0.00       0.00       3.05       1.51       3.88    6.100  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7786_1.mol2'             'ZINC08493775'
     66.40     -62.47       1.98       0.00       0.00       3.96       1.68       5.30    6.904  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7787_4.mol2'             'ZINC27537061'
     64.39     -66.63       0.00       0.00       0.00       7.64       1.48       8.35    6.144  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7788_2.mol2'             'ZINC15108683'
     58.49     -59.73       0.00       0.00       0.00       0.00       1.47       1.35    5.388  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7789_1.mol2'             'ZINC59187174'
     64.62     -63.32       0.60       0.00       0.00       0.00       0.62       0.74    6.520  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7790_5.mol2'             'ZINC52530126'
     78.26     -80.16       0.00       0.00       0.00       0.00       1.36       0.75    6.156  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7791_1.mol2'             'ZINC63165387'
     74.58     -72.71       1.00       0.00       0.00       0.00       1.13       0.83    6.504  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7792_1.mol2'             'ZINC63752321'
     67.58     -67.52       0.98       0.00       0.00       0.00       1.92       0.54    6.068  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7793_1.mol2'             'ZINC64057154'
     70.16     -70.55       0.99       0.00       0.00       0.00       2.07       0.77    6.060  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7794_3.mol2'             'ZINC64057155'
     72.29     -69.57       2.00       0.00       0.00       3.33       1.70       3.46    6.324  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7795_2.mol2'             'ZINC65406136'
     64.61     -66.64       0.33       0.00       0.00       1.09       1.25       0.27    6.692  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7796_2.mol2'             'ZINC55088649'
     62.60     -64.38       0.00       0.00       0.00       0.14       1.04       0.04    6.988  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7797_1.mol2'             'ZINC65965132'
     65.96     -66.02       0.59       0.00       0.00       5.68       1.41       5.47    5.800  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7798_1.mol2'             'ZINC66390403'
     75.75     -74.70       1.00       0.00       0.00       0.00       1.10       0.24    6.040  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7799_4.mol2'             'ZINC66476294'
     65.33     -65.99       0.00       0.00       0.00       0.00       0.39       0.06    7.488  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7800_2.mol2'             'ZINC66876448'
     64.99     -61.20       2.98       0.00       0.00       1.54       1.96       0.32    6.092  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7801_5.mol2'             'ZINC67120122'
     65.71     -64.92       1.00       0.00       0.00       0.15       1.53       0.81    7.048  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7802_3.mol2'             'ZINC67582960'
     57.96     -49.99       2.00       0.78       0.00       0.00       0.21       0.04    6.208  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7803_2.mol2'             'ZINC02438466'
     56.32     -56.83       0.00       0.00       0.00       2.91       0.66       3.50    3.272  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7804_3.mol2'             'ZINC09225492'
     47.26     -43.80       1.65       0.00       0.00       0.00       0.75       0.00    1.576  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7805_3.mol2'             'ZINC20079685'
     44.37     -39.85       1.65       0.00       0.00       3.04       0.55       3.71    2.288  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7806_3.mol2'             'ZINC21501973'
     46.32     -44.43       1.00       0.00       0.00       2.91       1.06       3.40    1.804  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7807_1.mol2'             'ZINC22147045'
     47.28     -47.20       1.00       0.00       0.00       4.82       0.85       3.61    2.320  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7808_4.mol2'             'ZINC22147050'
     55.77     -53.30       1.00       0.00       0.00       0.00       1.14       1.62    2.872  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7809_3.mol2'             'ZINC09219513'
     53.94     -52.21       2.00       0.00       0.00       6.42       0.67       3.49    2.904  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7810_3.mol2'             'ZINC26441558'
     55.81     -48.26       2.86       0.00       0.00       0.43       0.79       0.99    3.060  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7811_3.mol2'             'ZINC34798073'
     51.88     -49.43       0.86       0.00       0.00       0.00       0.59       1.04    1.348  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7812_3.mol2'             'ZINC36813213'
     48.50     -46.77       2.00       0.00       0.00       2.96       1.69       2.06    2.664  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7813_1.mol2'             'ZINC36954811'
     49.41     -50.49       0.00       0.00       0.00       0.00       1.55       2.03    4.452  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7814_4.mol2'             'ZINC36954831'
     48.82     -46.85       0.98       0.00       0.00       0.00       1.48       2.01    3.180  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7815_4.mol2'             'ZINC37135467'
     57.36     -50.73       3.00       0.00       0.00       0.00       1.20       0.02    3.860  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7816_5.mol2'             'ZINC39337521'
     40.65     -39.08       0.53       0.00       0.00       0.00       0.28       0.54    3.392  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7817_1.mol2'             'ZINC39919340'
     41.32     -39.18       0.72       0.00       0.00       0.00       0.27       0.53    2.116  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7818_2.mol2'             'ZINC39919343'
     59.85     -55.32       0.77       1.00       0.00       0.67       2.28       4.47    5.108  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7819_4.mol2'             'ZINC40701984'
     66.45     -67.28       0.00       0.00       0.00       0.00       0.52       0.16    3.444  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7820_1.mol2'             'ZINC41139115'
     49.44     -44.14       1.89       0.00       0.00       3.17       0.54       3.87    3.676  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7821_3.mol2'             'ZINC42601304'
     58.29     -48.48       3.58       0.00       0.00       0.00       2.74       4.53    3.072  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7822_2.mol2'             'ZINC48972269'
     53.12     -43.89       3.71       0.00       0.00       2.87       1.37       3.68    3.636  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7823_2.mol2'             'ZINC49008775'
     48.65     -43.21       2.00       0.00       0.00       0.00       1.77       2.99    3.484  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7824_3.mol2'             'ZINC49548323'
     57.37     -59.00       0.00       0.00       0.00       0.00       1.04       0.45    4.376  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7825_3.mol2'             'ZINC31959853'
     56.61     -54.65       1.00       0.00       0.00       0.00       0.54       0.03    5.860  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7826_2.mol2'             'ZINC51144373'
     40.24     -36.28       1.34       0.00       0.00       0.08       1.68       3.36    2.368  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7827_3.mol2'             'ZINC06537754'
     62.96     -55.65       2.92       0.00       0.00       0.00       0.73       0.01    5.120  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7828_2.mol2'             'ZINC51330068'
     55.89     -49.63       2.67       0.00       0.00       0.00       1.24       0.69    2.888  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7829_1.mol2'             'ZINC19933790'
     53.30     -45.23       3.00       0.00       0.00       2.88       0.97       3.81    2.972  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7830_2.mol2'             'ZINC41603495'
     61.92     -54.29       3.01       0.00       0.00       0.00       0.70       0.00    0.664  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7831_3.mol2'             'ZINC39404033'
     61.06     -53.48       2.90       0.00       0.00       0.00       0.57       0.01    1.168  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7832_1.mol2'             'ZINC39404033'
     46.09     -40.53       2.00       0.00       0.00       0.00       1.71       2.99    2.120  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7833_4.mol2'             'ZINC50671376'
     47.91     -46.31       1.00       0.00       0.00       0.14       0.98       0.71    2.736  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7834_3.mol2'             'ZINC51170359'
     47.93     -45.02       1.00       0.00       0.00      16.70       0.42      17.46    3.304  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7835_5.mol2'             'ZINC51170372'
     60.27     -53.83       2.43       0.00       0.00       0.00       0.53       0.23    2.252  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7836_2.mol2'             'ZINC61172926'
     51.60     -48.21       1.15       0.00       0.00       2.95       0.32       3.52    3.864  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7837_2.mol2'             'ZINC61691945'
     50.59     -50.60       0.79       0.00       0.00       0.00       2.20       2.00    2.948  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7838_2.mol2'             'ZINC61857024'
     57.62     -55.26       1.36       0.00       0.00       0.19       0.82       0.04    5.512  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7839_3.mol2'             'ZINC62017501'
     66.78     -62.39       2.00       0.00       0.00       0.00       1.35       1.09    7.128  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7840_3.mol2'             'ZINC62217536'
     58.50     -52.74       2.88       0.00       0.00       1.80       1.91       2.75    4.704  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7841_1.mol2'             'ZINC62243124'
     60.06     -53.43       2.37       0.00       0.00       0.00       0.37       0.08    2.076  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7842_2.mol2'             'ZINC12523709'
     55.73     -45.55       4.15       0.00       0.00       0.00       2.36       2.44    3.840  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7843_3.mol2'             'ZINC62789188'
     49.64     -47.52       1.00       0.00       0.00       0.00       1.46       2.04    5.324  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7844_4.mol2'             'ZINC63144696'
     47.30     -41.62       1.98       0.00       0.00      16.18       0.68      17.23    2.988  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7845_2.mol2'             'ZINC64481034'
     58.36     -53.56       2.00       0.00       0.00       0.00       0.60       0.00    2.260  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7846_3.mol2'             'ZINC08686872'
     52.80     -53.56       0.00       0.00       0.00       0.00       0.38       0.00    2.816  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7847_3.mol2'             'ZINC08686872'
     52.73     -47.64       2.07       0.00       0.00       0.00       0.56       0.00    2.868  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7848_4.mol2'             'ZINC08686872'
     59.97     -57.84       1.00       0.00       0.00       0.00       0.49       0.10    3.536  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7849_3.mol2'             'ZINC66243923'
     54.01     -46.32       2.60       0.00       0.00      13.90       0.54      14.86    2.004  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7850_2.mol2'             'ZINC67298251'
     45.84     -45.85       0.00       0.00       0.00      13.87       0.47      14.81    3.160  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7851_3.mol2'             'ZINC67298275'
     42.74     -35.95       2.39       0.00       0.00      14.18       0.51      14.84    1.840  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7852_2.mol2'             'ZINC67298353'
     46.23     -44.21       1.00       0.00       0.00      13.90       0.98      14.88    3.100  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7853_1.mol2'             'ZINC67298390'
     38.29     -31.60       2.82       0.00       0.00      15.80       0.40      14.83    1.968  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7854_1.mol2'             'ZINC67298422'
     53.56     -52.12       0.52       0.00       0.00      97.14       0.81      98.64    3.472  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7855_4.mol2'             'ZINC16695936'
     49.47     -47.04       0.93       0.00       0.00      14.05       0.97      15.63    3.968  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7856_1.mol2'             'ZINC16695936'
     67.63     -56.54       4.99       0.00       0.00       3.03       2.00       2.76    9.140  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7857_1.mol2'             'ZINC08763393'
     65.72     -64.38       2.00       0.00       0.00       0.00       2.54       0.17    4.652  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7858_1.mol2'             'ZINC08923485'
     66.07     -63.79       0.98       0.00       0.00       0.00       0.82       1.00    7.124  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7859_3.mol2'             'ZINC01818498'
     60.04     -49.34       3.95       0.00       0.00       0.00       1.00       0.75    5.240  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7860_4.mol2'             'ZINC02441327'
     71.18     -69.82       1.00       0.00       0.00       0.00       1.53       1.42    5.576  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7861_3.mol2'             'ZINC09307061'
     54.11     -53.18       0.99       0.00       0.00       0.42       2.73       3.54    9.396  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7862_3.mol2'             'ZINC09402974'
     67.78     -71.23       0.62       0.00       0.00       3.27       1.15       0.26    2.408  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7863_2.mol2'             'ZINC03418590'
     61.50     -63.14       0.00       0.00       0.00       0.29       0.71       0.05    5.232  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7864_2.mol2'             'ZINC09542819'
     65.17     -65.35       1.00       0.00       0.00       2.42       0.80       0.70    5.720  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7865_2.mol2'             'ZINC09542876'
     62.05     -59.78       2.00       0.00       0.00       0.00       2.38       0.80    5.884  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7866_2.mol2'             'ZINC09542881'
     71.90     -74.57       0.00       0.00       0.00       1.85       2.56       3.57    7.656  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7867_1.mol2'             'ZINC12864980'
     43.44     -46.22       0.00       0.00       0.00       2.89       2.35       4.82    4.760  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7868_2.mol2'             'ZINC05945267'
     67.34     -64.72       1.00       0.00       0.00       0.00       0.32       0.26    7.544  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7869_5.mol2'             'ZINC16194484'
     48.66     -49.00       0.00       0.00       0.00      12.93       2.64      17.86    5.116  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7870_5.mol2'             'ZINC13574044'
     74.50     -75.52       0.93       0.00       0.00       7.21       2.34       8.09    5.748  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7871_5.mol2'             'ZINC20323589'
     67.68     -69.83       0.00       0.00       0.00       1.15       2.76       4.51    7.420  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7872_5.mol2'             'ZINC20568203'
     63.09     -64.86       0.00       0.00       0.00      17.65       2.06      19.99    6.828  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7873_2.mol2'             'ZINC20617432'
     69.45     -74.00       0.00       0.00       0.00       6.01       1.43       4.31    9.664  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7874_5.mol2'             'ZINC23301552'
     52.56     -48.77       1.28       0.00       0.00      72.97       1.44      75.79    3.104  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7875_3.mol2'             'ZINC36026161'
     78.36     -81.31       0.00       0.00       0.00       0.05       2.17       1.44    7.404  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7876_4.mol2'             'ZINC36038140'
     62.50     -54.52       3.49       0.00       0.00       2.10       1.11       1.83    7.432  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7877_5.mol2'             'ZINC38547447'
     55.95     -65.65       0.00       0.00       0.00      11.83       1.77       4.53    9.272  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7878_1.mol2'             'ZINC38547518'
     45.05     -48.05       0.00       0.62       0.00       5.83       0.65       2.21    6.796  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7879_2.mol2'             'ZINC38547687'
     67.52     -61.30       2.34       0.00       0.00       0.97       0.81       1.00    6.632  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7880_1.mol2'             'ZINC38547920'
     62.83     -59.03       1.81       0.00       0.00       4.76       0.56       4.26    3.948  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7881_1.mol2'             'ZINC38582672'
     68.69     -68.21       1.00       0.00       0.00       0.00       1.33       0.10    4.580  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7882_2.mol2'             'ZINC12582436'
     72.56     -69.63       1.30       0.00       0.00       0.00       2.33       3.59    3.408  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7883_1.mol2'             'ZINC40570220'
     65.23     -67.02       0.29       0.00       0.00       0.00       2.15       1.56    6.772  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7884_2.mol2'             'ZINC22927075'
     64.83     -64.95       0.00       0.00       0.00       0.95       0.89       1.50    8.728  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7885_1.mol2'             'ZINC43220756'
     61.52     -54.07       2.54       0.00       0.00      17.46       1.31      19.89    6.800  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7886_2.mol2'             'ZINC02955460'
     54.21     -48.42       2.00       0.00       0.00     128.78       1.57     131.72    5.980  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7887_3.mol2'             'ZINC02955460'
     73.73     -79.21       0.00       0.00       0.00       8.47       2.72       8.43    7.228  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7888_1.mol2'             'ZINC59170653'
     60.98     -62.07       0.00       0.00       0.00       0.00       1.33       1.57    4.796  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7889_3.mol2'             'ZINC59187789'
     47.80     -49.01       0.00       0.00       0.00       0.00       1.76       2.31    7.424  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7890_2.mol2'             'ZINC59200036'
     55.66     -50.11       1.00       1.00       0.00       0.00       0.25       0.06    3.956  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7891_3.mol2'             'ZINC12469510'
     73.95     -74.10       0.00       0.00       0.00       2.98       1.99       6.82    6.868  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7892_5.mol2'             'ZINC60342478'
     70.27     -73.57       0.00       0.00       0.00       0.00       1.66       0.03    7.572  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7893_3.mol2'             'ZINC15947412'
     72.99     -69.31       1.90       0.00       0.00       0.47       2.52       3.40    8.536  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7894_3.mol2'             'ZINC63234405'
     76.69     -73.98       1.44       0.00       0.00       4.53       0.98       4.55    9.340  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7895_2.mol2'             'ZINC63295830'
     72.07     -74.03       0.00       0.00       0.00       4.86       0.90       4.40    6.384  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7896_1.mol2'             'ZINC63295968'
     67.39     -68.18       0.42       0.00       0.00       0.00       2.66       3.22    5.072  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7897_2.mol2'             'ZINC39984404'
     82.56     -83.81       0.00       0.00       0.00       0.00       2.64       3.99    4.732  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7898_3.mol2'             'ZINC63387046'
     69.01     -70.06       0.00       0.00       0.00       0.02       1.50       1.78    8.032  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7899_1.mol2'             'ZINC63437324'
     66.53     -67.11       0.00       0.00       0.00       1.15       0.54       1.62    9.964  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7900_4.mol2'             'ZINC63437325'
     71.31     -72.55       0.77       0.00       0.00       2.16       1.40       1.24    9.732  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7901_3.mol2'             'ZINC63506286'
     91.34     -89.10       0.88       0.00       0.00       0.00       1.05       1.70   10.144  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7902_2.mol2'             'ZINC63514450'
     77.80     -77.17       1.00       0.00       0.00       0.05       2.87       3.43   10.364  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7903_4.mol2'             'ZINC63588471'
     78.97     -79.77       0.00       0.00       0.00       0.00       1.29       1.78   10.452  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7904_1.mol2'             'ZINC63589230'
     86.17     -89.22       0.00       0.00       0.00       0.00       2.73       2.40    6.496  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7905_2.mol2'             'ZINC63589239'
     59.89     -60.52       1.03       0.00       0.00       9.33       1.74       9.08    6.632  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7906_2.mol2'             'ZINC63743646'
     71.54     -71.10       1.00       0.00       0.00       0.00       2.85       3.15    9.180  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7907_5.mol2'             'ZINC63853236'
     58.95     -58.50       0.00       0.50       0.00       0.66       0.78       1.15    5.212  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7908_5.mol2'             'ZINC04856922'
     87.28     -78.66       3.00       0.00       0.00       0.00       0.35       0.32    6.432  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7909_2.mol2'             'ZINC02980016'
     60.31     -58.56       1.57       0.00       0.00       1.05       2.31       2.54    4.040  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7910_1.mol2'             'ZINC05745124'
     67.29     -58.79       2.00       0.84       0.00       2.88       0.76       4.37    5.416  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7911_4.mol2'             'ZINC06877456'
     68.92     -64.69       2.07       0.00       0.00       0.02       2.17       2.36    6.864  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7912_5.mol2'             'ZINC07678687'
     72.06     -69.99       1.00       0.00       0.00       0.92       1.52       3.03    4.788  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7913_3.mol2'             'ZINC08818419'
     67.66     -66.47       1.94       0.00       0.00       2.98       0.89       0.13    3.544  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7914_3.mol2'             'ZINC12127311'
     72.73     -67.08       2.38       0.00       0.00       0.00       0.84       0.20    7.504  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7915_5.mol2'             'ZINC14973248'
     75.57     -75.86       0.93       0.00       0.00      11.70       1.74      12.11    9.540  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7916_4.mol2'             'ZINC19085720'
     74.72     -72.66       1.00       0.00       0.00       0.62       0.70       0.89    7.148  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7917_1.mol2'             'ZINC13728525'
     69.26     -61.15       3.55       0.00       0.00       0.37       1.75       1.34    5.448  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7918_5.mol2'             'ZINC21362997'
     56.83     -52.02       1.84       0.00       0.00       0.03       0.72       0.68    5.360  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m7919_1.mol2'             'ZINC17863242'
