# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     60.93     -56.56       3.64       0.00       0.00       3.51       3.42       3.82    1.064  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6193_1.mol2'             'ZINC03850990'
     65.68     -57.31       4.35       0.00       0.00       0.00       4.01       3.35    1.076  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6194_4.mol2'             'ZINC03850988'
     61.10     -51.88       4.02       0.00       0.00       0.01       3.26       3.70    1.048  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6195_4.mol2'             'ZINC03850984'
     49.26     -44.97       1.46       0.00       0.00       0.00       0.48       0.89    0.912  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6196_4.mol2'             'ZINC06758046'
     55.06     -53.03       1.99       0.00       0.00       9.16       2.11       9.43    1.296  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6197_4.mol2'             'ZINC11463738'
     62.10     -56.99       2.63       0.00       0.00       0.00       1.98       0.61    1.240  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6198_2.mol2'             'ZINC13511316'
     60.63     -56.69       2.36       0.00       0.00       1.52       1.63       1.05    0.744  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6199_3.mol2'             'ZINC27536431'
     62.48     -61.03       0.99       0.00       0.00       0.00       1.69       1.81    0.764  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6200_2.mol2'             'ZINC27537430'
     61.77     -62.35       0.00       0.00       0.00       0.00       0.98       1.38    1.056  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6201_5.mol2'             'ZINC28973171'
     67.16     -68.56       0.00       0.00       0.00       0.01       1.17       0.94    0.728  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6202_1.mol2'             'ZINC35314852'
     54.72     -50.10       1.78       0.00       0.00       0.00       0.71       0.72    0.604  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6203_2.mol2'             'ZINC37152201'
     49.53     -48.45       1.00       0.00       0.00       2.93       1.68       4.17    0.720  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6204_3.mol2'             'ZINC37272715'
     48.93     -50.19       0.00       0.00       0.00       2.98       1.13       3.99    0.740  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6205_2.mol2'             'ZINC37272717'
     48.37     -43.84       1.83       0.00       0.00       2.88       2.33       6.59    0.772  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6206_3.mol2'             'ZINC37613334'
     47.09     -41.91       2.69       0.00       0.00       3.07       2.44       4.39    0.548  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6207_1.mol2'             'ZINC37627625'
     43.09     -41.00       0.78       0.00       0.00       3.05       0.51       3.82    0.748  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6208_2.mol2'             'ZINC37628023'
     44.73     -37.02       3.00       0.00       0.00       2.84       1.20       3.48    0.552  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6209_1.mol2'             'ZINC37630445'
     55.75     -45.51       3.48       0.00       0.00       0.00       0.59       0.65    1.088  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6210_1.mol2'             'ZINC37822340'
     51.37     -41.77       3.67       0.00       0.00       7.83       0.71       7.85    0.936  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6211_5.mol2'             'ZINC37822342'
     68.33     -61.54       2.98       0.00       0.00       0.00       2.41       2.65    1.044  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6212_2.mol2'             'ZINC06086195'
     55.88     -53.45       1.78       0.00       0.00       4.88       1.10       3.54    0.672  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6213_2.mol2'             'ZINC38091998'
     56.02     -51.60       1.54       0.00       0.00       2.91       0.59       3.92    0.712  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6214_4.mol2'             'ZINC38091999'
     53.07     -48.65       2.03       0.00       0.00       0.13       2.29       3.07    0.700  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6215_5.mol2'             'ZINC40377070'
     47.33     -46.56       0.80       0.00       0.00       0.00       2.36       3.06    0.872  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6216_2.mol2'             'ZINC41070142'
     48.85     -49.13       0.67       0.00       0.00       0.14       1.46       0.78    0.972  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6217_3.mol2'             'ZINC41423505'
     61.18     -66.38       0.44       0.00       0.00      12.27       1.28       7.93    1.180  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6218_4.mol2'             'ZINC41488538'
     59.09     -55.91       1.17       0.00       0.00       0.02       1.53       2.75    0.608  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6219_4.mol2'             'ZINC42691439'
     47.92     -46.32       1.00       0.00       0.00       0.95       0.26       0.00    0.784  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6220_2.mol2'             'ZINC42910633'
     53.05     -52.39       1.98       0.00       0.00       0.00       2.80       0.31    0.808  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6221_2.mol2'             'ZINC44253672'
     46.82     -33.22       4.94       0.00       0.00       3.14       1.98       5.90    0.784  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6222_3.mol2'             'ZINC44648918'
     48.32     -44.10       2.00       0.00       0.00       0.00       1.18       0.57    0.928  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6223_2.mol2'             'ZINC45066727'
     57.47     -55.14       1.13       0.00       0.00       0.00       1.91       2.76    0.756  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6224_3.mol2'             'ZINC45168060'
     59.78     -56.47       1.55       0.00       0.00       4.81       0.77       5.00    0.868  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6225_3.mol2'             'ZINC45695322'
     51.64     -45.10       1.99       1.00       0.00       6.54       1.08       6.27    1.100  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6226_5.mol2'             'ZINC45697994'
     54.56     -49.37       3.00       0.00       0.00       5.61       1.58       4.96    1.168  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6227_2.mol2'             'ZINC45697998'
     44.64     -46.43       0.00       0.00       0.00       4.96       0.53       4.10    0.788  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6228_4.mol2'             'ZINC48605182'
     43.84     -33.66       3.72       0.00       0.00       0.00       1.15       1.31    0.876  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6229_2.mol2'             'ZINC51675357'
     51.47     -48.75       1.31       0.00       0.00       3.06       1.25       4.34    0.856  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6230_5.mol2'             'ZINC52757027'
     57.53     -58.89       0.00       0.00       0.00       0.00       2.86       4.32    1.048  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6231_3.mol2'             'ZINC54104547'
     63.62     -55.77       2.26       1.00       0.00       1.84       0.89       0.66    1.076  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6232_1.mol2'             'ZINC58056072'
     60.83     -53.25       1.85       0.76       0.00       4.95       0.94       5.30    1.020  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6233_1.mol2'             'ZINC58896775'
     42.84     -27.97       4.99       0.00       0.00       2.84       1.48       5.71    0.680  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6234_4.mol2'             'ZINC61316337'
     45.64     -42.33       1.66       0.00       0.00       0.01       0.91       0.16    0.500  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6235_1.mol2'             'ZINC61700327'
     58.13     -54.57       1.22       0.00       0.00       4.56       1.51       7.42    1.308  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6236_3.mol2'             'ZINC62241049'
     63.56     -66.29       0.00       0.00       0.00       4.73       1.36       4.72    0.960  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6237_4.mol2'             'ZINC65371201'
     65.47     -67.70       0.00       0.00       0.00       0.00       1.22       0.20    0.860  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6238_5.mol2'             'ZINC65546302'
     56.64     -53.45       2.00       0.00       0.00       8.76       0.93       7.81    0.612  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6239_3.mol2'             'ZINC66152924'
     66.06     -66.16       0.96       0.00       0.00       0.00       1.81       0.64    1.148  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6240_4.mol2'             'ZINC67406399'
     62.71     -64.49       0.00       0.00       0.00       0.00       1.14       0.49    1.048  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6241_4.mol2'             'ZINC67465129'
     51.86     -51.92       0.37       0.00       0.00      29.65       0.79      29.86    0.908  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6242_1.mol2'             'ZINC04133164'
     69.60     -67.59       0.99       0.00       0.00       0.08       1.12       1.36    0.808  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6243_4.mol2'             'ZINC02470366'
     66.26     -64.71       1.83       0.00       0.00       2.84       0.93       0.74    0.888  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6244_5.mol2'             'ZINC12330245'
     63.91     -64.88       0.00       0.00       0.00       0.88       1.10       2.11    1.052  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6245_5.mol2'             'ZINC12345818'
     64.20     -65.84       0.00       0.00       0.00       0.00       0.90       0.17    0.792  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6246_3.mol2'             'ZINC19144334'
     53.56     -47.12       2.19       0.00       0.00       0.00       0.50       0.86    0.572  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6247_5.mol2'             'ZINC19971993'
     47.36     -49.09       0.00       0.00       0.00       0.00       1.82       1.90    0.728  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6248_3.mol2'             'ZINC20357126'
     46.79     -47.47       0.00       0.00       0.00       1.00       0.23       0.78    0.692  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6249_3.mol2'             'ZINC21263972'
     44.27     -42.14       0.99       0.00       0.00       0.59       2.67       5.09    0.784  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6250_2.mol2'             'ZINC21264132'
     58.36     -51.41       2.00       0.86       0.00       3.13       1.54       4.34    0.664  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6251_3.mol2'             'ZINC22679028'
     59.62     -58.48       1.05       0.00       0.00       0.00       1.16       0.33    0.824  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6252_4.mol2'             'ZINC25680387'
     43.39     -40.76       1.00       0.00       0.00       0.00       1.78       3.20    0.560  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6253_5.mol2'             'ZINC32602084'
     53.14     -53.80       0.00       0.00       0.00       0.31       0.36       0.38    0.540  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6254_5.mol2'             'ZINC35077954'
     53.11     -55.92       0.00       0.00       0.00       2.25       0.69       0.81    0.628  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6255_4.mol2'             'ZINC35253416'
     60.24     -61.65       0.00       0.00       0.00       5.83       1.22       5.85    0.760  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6256_1.mol2'             'ZINC05182462'
     64.18     -63.18       1.00       0.00       0.00       0.19       1.18       0.55    0.548  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6257_4.mol2'             'ZINC38517830'
     66.39     -67.37       0.00       0.00       0.00       0.00       0.68       0.39    0.700  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6258_2.mol2'             'ZINC38517831'
     52.96     -53.24       0.00       0.00       0.00       0.30       0.99       2.00    0.628  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6259_5.mol2'             'ZINC39357909'
     57.52     -56.91       1.00       0.00       0.00       0.00       1.20       0.01    0.656  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6260_5.mol2'             'ZINC15229126'
     68.84     -65.19       1.94       0.00       0.00       1.10       1.17       1.29    0.628  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6261_3.mol2'             'ZINC39948683'
     47.18     -48.01       1.62       0.00       0.00      29.22       0.84      24.47    0.576  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6262_1.mol2'             'ZINC39951354'
     67.80     -67.01       1.00       0.00       0.00       0.00       1.15       0.09    0.404  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6263_2.mol2'             'ZINC32075151'
     59.19     -61.46       0.00       0.00       0.00       0.02       2.49       2.72    0.896  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6264_3.mol2'             'ZINC43224971'
     61.46     -62.80       0.00       0.00       0.00       0.61       0.75       0.77    0.708  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6265_3.mol2'             'ZINC44165650'
     67.02     -59.28       2.99       0.00       0.00       0.03       1.04       0.87    0.540  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6266_4.mol2'             'ZINC44282238'
     58.27     -55.53       1.81       0.00       0.00       1.24       0.75       0.05    0.740  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6267_3.mol2'             'ZINC45944537'
     61.56     -52.71       1.54       1.75       0.00       0.01       0.76       0.52    0.600  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6268_3.mol2'             'ZINC45944566'
     60.74     -59.58       1.17       0.00       0.00       2.11       0.36       0.48    0.708  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6269_1.mol2'             'ZINC45944574'
     55.90     -59.82       0.00       0.00       0.00       8.28       1.89       7.44    1.112  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6270_2.mol2'             'ZINC48299343'
     51.80     -46.28       2.00       0.00       0.00       0.00       0.82       1.11    0.488  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6271_2.mol2'             'ZINC50941202'
     56.17     -54.21       1.00       0.00       0.00       0.00       0.80       0.16    0.664  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6272_3.mol2'             'ZINC53116744'
     57.29     -59.73       0.73       0.34       0.00       4.66       0.60       0.20    0.756  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6273_4.mol2'             'ZINC54200453'
     58.73     -59.60       0.00       0.00       0.00       2.83       1.59       5.14    0.696  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6274_5.mol2'             'ZINC55374974'
     61.27     -64.30       0.18       0.00       0.00       6.42       0.98       4.82    0.748  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6275_4.mol2'             'ZINC56523916'
     56.29     -58.11       0.00       0.00       0.00       0.00       0.98       0.08    0.568  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6276_1.mol2'             'ZINC57380343'
     56.96     -47.38       2.40       1.00       0.00       0.01       1.50       2.37    0.952  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6277_1.mol2'             'ZINC59169938'
     55.54     -51.71       2.00       0.00       0.00       4.94       1.21       4.04    0.688  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6278_1.mol2'             'ZINC59276696'
     62.78     -63.39       0.00       0.00       0.00       2.85       1.52       4.89    0.532  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6279_1.mol2'             'ZINC13123785'
     56.80     -55.40       1.00       0.00       0.00      11.10       2.19      12.91    0.776  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6280_1.mol2'             'ZINC12651051'
     58.80     -59.68       0.00       0.00       0.00       2.91       0.99       4.01    0.548  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6281_3.mol2'             'ZINC63663752'
     59.44     -62.26       0.09       0.00       0.00       0.02       1.73       0.38    0.688  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6282_5.mol2'             'ZINC63908332'
     56.42     -53.57       1.00       0.00       0.00       0.77       1.33       2.89    0.784  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6283_2.mol2'             'ZINC63974412'
     68.78     -67.08       1.00       0.00       0.00       0.78       0.93       1.33    0.428  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6284_3.mol2'             'ZINC63974415'
     52.94     -49.71       1.72       0.00       0.00       0.00       1.14       0.34    0.696  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6285_5.mol2'             'ZINC64040257'
     70.54     -70.36       0.49       0.00       0.00       0.00       0.71       0.11    0.688  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6286_3.mol2'             'ZINC64968347'
     65.82     -67.82       0.18       0.00       0.00       2.03       0.44       0.34    0.688  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6287_3.mol2'             'ZINC66385092'
     51.63     -50.48       0.54       0.00       0.00       1.06       1.32       2.63    0.912  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6288_2.mol2'             'ZINC66389372'
     56.43     -54.35       0.98       0.00       0.00       0.00       2.00       3.16    0.608  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6289_2.mol2'             'ZINC66887626'
     53.45     -52.63       1.00       0.00       0.00       7.81       0.86       7.36    0.700  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6290_2.mol2'             'ZINC67401444'
     49.99     -44.81       1.99       0.00       0.00       0.00       1.36       1.92    0.684  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6291_4.mol2'             'ZINC67529362'
     56.98     -60.99       0.00       0.00       0.00       1.31       1.99       1.29    0.704  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6292_5.mol2'             'ZINC05937086'
     68.89     -67.91       0.94       0.00       0.00       0.00       1.28       0.22    0.816  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6293_3.mol2'             'ZINC12206204'
     68.14     -66.72       1.00       0.00       0.00       0.03       0.99       0.41    0.696  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6294_2.mol2'             'ZINC12373275'
     68.95     -67.96       2.52       0.00       0.00       2.65       3.05       2.17    1.008  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6295_3.mol2'             'ZINC19796305'
     54.18     -51.82       0.83       0.00       0.00       0.00       0.67       1.04    0.800  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6296_2.mol2'             'ZINC20455299'
     61.94     -55.18       3.00       0.00       0.00       0.00       1.76       1.28    0.732  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6297_4.mol2'             'ZINC21362907'
     50.87     -45.86       2.16       0.00       0.00       0.00       2.64       3.68    0.776  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6298_4.mol2'             'ZINC36267357'
     68.47     -69.18       0.00       0.00       0.00       0.00       0.76       0.81    0.936  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6299_3.mol2'             'ZINC36396212'
     73.29     -74.74       0.00       0.00       0.00       0.00       1.15       0.38    0.952  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6300_2.mol2'             'ZINC36396213'
     46.29     -39.48       2.72       0.00       0.00       0.00       0.70       0.06    0.600  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6301_5.mol2'             'ZINC37257714'
     48.82     -48.91       0.00       0.00       0.00       3.05       0.82       4.60    0.760  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6302_5.mol2'             'ZINC37612922'
     50.53     -51.79       0.00       0.00       0.00       0.00       1.35       1.44    0.896  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6303_3.mol2'             'ZINC37711948'
     47.34     -45.75       1.00       0.00       0.00       0.00       1.21       1.02    0.740  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6304_3.mol2'             'ZINC37719857'
     58.73     -56.86       1.00       0.00       0.00       0.00       1.38       1.53    0.832  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6305_4.mol2'             'ZINC37721986'
     59.12     -57.58       2.00       0.00       0.00       0.88       2.53       1.47    0.992  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6306_4.mol2'             'ZINC37889868'
     65.71     -60.90       1.93       0.00       0.00       0.12       1.68       2.50    0.924  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6307_3.mol2'             'ZINC40096315'
     55.16     -55.47       0.00       0.00       0.00       0.00       0.56       0.80    0.688  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6308_2.mol2'             'ZINC40445918'
     51.93     -47.14       2.00       0.00       0.00       0.00       1.25       1.30    1.056  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6309_1.mol2'             'ZINC40468015'
     53.04     -45.50       3.00       0.00       0.00       1.72       1.63       2.75    0.840  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6310_3.mol2'             'ZINC41752579'
     56.98     -49.75       2.89       0.00       0.00       0.00       1.16       0.88    0.852  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6311_5.mol2'             'ZINC42117441'
     56.25     -47.47       3.32       0.00       0.00       0.00       1.11       0.85    0.780  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6312_2.mol2'             'ZINC42398839'
     50.23     -47.60       1.00       0.00       0.00       6.82       2.91       2.75    0.968  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6313_1.mol2'             'ZINC43287613'
     59.95     -56.58       1.31       0.00       0.00       0.00       0.83       1.10    0.692  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6314_4.mol2'             'ZINC44163559'
     54.52     -48.52       3.00       0.00       0.00       4.19       0.26       1.53    0.640  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6315_2.mol2'             'ZINC44560518'
     48.42     -49.54       0.00       0.00       0.00       1.53       0.68       1.37    0.600  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6316_1.mol2'             'ZINC44560521'
     55.67     -53.76       0.99       0.00       0.00       0.00       1.12       1.12    0.688  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6317_4.mol2'             'ZINC48024706'
     48.82     -45.57       1.30       0.00       0.00       0.29       0.76       1.15    0.620  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6318_5.mol2'             'ZINC48846261'
     47.54     -45.13       1.70       0.00       0.00       0.33       2.24       1.16    0.616  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6319_2.mol2'             'ZINC48846326'
     51.14     -46.64       2.00       0.00       0.00       0.00       1.06       0.62    0.640  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6320_4.mol2'             'ZINC49096428'
     46.52     -47.05       0.00       0.00       0.00       0.00       2.16       2.63    0.688  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6321_2.mol2'             'ZINC49189879'
     50.17     -42.58       3.00       0.00       0.00       0.00       1.29       1.18    0.632  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6322_5.mol2'             'ZINC49633523'
     46.01     -44.78       0.42       0.00       0.00       3.09       0.87       4.79    0.856  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6323_2.mol2'             'ZINC50105809'
     53.10     -52.78       1.00       0.00       0.00       1.77       1.23       1.15    0.864  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6324_2.mol2'             'ZINC50284543'
     48.48     -39.50       3.41       0.00       0.00       0.00       0.74       0.15    0.632  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6325_3.mol2'             'ZINC50361476'
     53.26     -45.30       2.88       0.00       0.00       0.00       1.30       0.29    0.804  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6326_2.mol2'             'ZINC52067519'
     64.25     -62.69       2.00       0.00       0.00       0.37       3.38       2.69    0.868  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6327_5.mol2'             'ZINC56163543'
     57.46     -56.87       1.00       0.00       0.00       0.70       1.07       0.43    0.624  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6328_1.mol2'             'ZINC36990279'
     53.07     -53.30       0.96       0.00       0.00       0.00       1.75       0.22    0.660  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6329_3.mol2'             'ZINC36990280'
     50.27     -51.13       0.00       0.00       0.00       0.00       1.19       1.26    0.668  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6330_2.mol2'             'ZINC42117423'
     60.48     -53.19       2.59       0.00       0.00       2.82       2.08       6.40    0.856  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6331_2.mol2'             'ZINC58863632'
     56.37     -48.20       2.91       0.00       0.00       0.00       2.46       4.37    0.944  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6332_4.mol2'             'ZINC42615311'
     50.28     -50.44       0.00       0.00       0.00       0.00       0.28       0.40    0.748  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6333_2.mol2'             'ZINC45693619'
     47.04     -39.95       2.99       0.00       0.00       0.00       1.68       0.23    0.608  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6334_1.mol2'             'ZINC50361775'
     68.32     -72.39       0.00       0.00       0.00       0.05       2.77       1.53    0.928  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6335_5.mol2'             'ZINC62505710'
     50.50     -48.85       0.98       0.00       0.00       0.00       1.03       0.53    0.888  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6336_2.mol2'             'ZINC62728217'
     46.79     -49.15       0.00       0.00       0.00       1.78       0.81       1.05    0.788  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6337_5.mol2'             'ZINC62729859'
     64.27     -64.91       0.00       0.00       0.00       0.00       1.48       2.14    0.676  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6338_1.mol2'             'ZINC63490447'
     59.14     -51.60       3.00       0.00       0.00       0.00       2.56       3.52    0.804  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6339_2.mol2'             'ZINC67216913'
     58.26     -58.20       1.00       0.00       0.00       1.97       1.59       1.60    1.060  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6340_1.mol2'             'ZINC67486459'
     64.55     -66.78       0.00       0.00       0.00       0.00       1.66       1.09    1.100  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6341_5.mol2'             'ZINC67486461'
     70.55     -65.78       2.00       0.00       0.00       4.77       1.69       5.34    0.880  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6342_2.mol2'             'ZINC04554475'
     68.84     -65.77       2.00       0.00       0.00       3.06       2.63       5.39    0.888  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6343_5.mol2'             'ZINC04554476'
     60.26     -59.77       0.82       0.00       0.00       0.00       1.86       1.25    0.904  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6344_1.mol2'             'ZINC05191302'
     63.96     -63.19       0.73       0.00       0.00       0.87       1.03       1.50    0.868  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6345_1.mol2'             'ZINC05192493'
     60.66     -63.18       0.00       0.00       0.00       2.29       0.47       0.70    0.732  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6346_3.mol2'             'ZINC08473859'
     70.94     -73.85       0.00       0.00       0.00       4.67       1.71       5.18    1.028  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6347_4.mol2'             'ZINC08768010'
     68.02     -68.22       0.00       0.00       0.00       3.03       1.59       5.84    1.012  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6348_1.mol2'             'ZINC08768020'
     59.45     -60.26       1.00       0.00       0.00       0.00       2.37       0.81    0.576  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6349_2.mol2'             'ZINC08793186'
     52.40     -54.42       0.08       0.00       0.00       9.85       2.10      11.04    1.120  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6350_2.mol2'             'ZINC12058381'
     58.13     -52.77       2.90       0.80       0.00       9.16       1.32       5.76    0.744  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6351_3.mol2'             'ZINC12996191'
     59.17     -60.91       0.00       0.00       0.00       3.02       1.78       4.82    0.968  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6352_4.mol2'             'ZINC13120224'
     52.77     -55.84       0.00       0.00       0.00       4.85       2.63       7.03    1.020  '/tmp/tmpOBu85K/gold_soln_decoys_final_m6353_4.mol2'             'ZINC22198459'
